tD,WeD,PD_>100,PD_Lee,PD_Fanchi,PD_Edw.,PD-used,,,Min.,Max.,Diff.,Mean,SD
0,0,#NUM!,#NUM!,#NUM!,0,0,,tD,0,2E+12,2E+12,1.81E+10,1.35E+11
1350,380.003,4.008464936,3.949931697,3.905060622,3.991311456,4.008464936,,,,,,,
1360,382.432,4.012154989,3.950658842,3.90658178,3.994748232,4.012154989,,,,,,,
1370,384.859,4.015818009,3.951269544,3.908067939,3.998157691,4.015818009,,,,,,,
1375,386.07,4.017639505,3.951530935,3.908798046,3.999852303,4.017639505,,,,,,,
1380,387.283,4.019454389,3.951762862,3.909519586,4.001540234,4.019454389,,,,,,,
1390,389.705,4.023064513,3.952137849,3.910937196,4.004896252,4.023064513,,,,,,,
1400,392.125,4.026648758,3.952393548,3.912321237,4.008226129,4.026648758,,,,,,,
1410,394.543,4.030207492,3.952528992,3.913672165,4.01153024,4.030207492,,,,,,,
1420,396.959,4.033741075,3.952543207,3.914990428,4.014808953,4.033741075,,,,,,,
1425,398.167,4.035498546,3.952504547,3.915637447,4.016438898,4.035498546,,,,,,,
1430,399.373,4.037249862,3.95243521,3.916276463,4.018062627,4.037249862,,,,,,,
1440,401.786,4.040734196,3.952204008,3.9175307,4.021291614,4.040734196,,,,,,,
1450,404.197,4.044194418,3.951848603,3.918753561,4.024496259,4.044194418,,,,,,,
1460,406.606,4.047630857,3.951367986,3.919945456,4.027676901,4.047630857,,,,,,,
1470,409.013,4.05104384,3.950761144,3.921106791,4.03083387,4.05104384,,,,,,,
1475,410.214,4.052741634,3.950410069,3.921676122,4.032403578,4.052741634,,,,,,,
1480,411.418,4.054433683,3.950027054,3.922237962,4.03396749,4.054433683,,,,,,,
1490,413.82,4.057800699,3.949164686,3.923339356,4.037078078,4.057800699,,,,,,,
1500,416.22,4.061145194,3.948173004,3.924411355,4.040165948,4.061145194,,,,,,,
1525,422.214,4.069409845,3.945121188,3.926965183,4.04778821,4.069409845,,,,,,,
1550,428.196,4.077540105,3.941238143,3.92934325,4.055274973,4.077540105,,,,,,,
1575,434.168,4.085540276,3.936507149,3.931550936,4.062630621,4.085540276,,,,,,,
1600,440.128,4.093414454,3.930911257,3.933593375,4.069859334,4.093414454,,,,,,,
1625,446.077,4.101166547,3.924433307,3.935475471,4.076965098,4.101166547,,,,,,,
1650,452.016,4.108800283,3.917055935,3.937201907,4.083951717,4.108800283,,,,,,,
1675,457.945,4.116319222,3.908761592,3.938777164,4.090822822,4.116319222,,,,,,,
1700,463.863,4.123726765,3.899532549,3.940205529,4.097581885,4.123726765,,,,,,,
1725,469.771,4.131026165,3.889350911,3.941491104,4.104232225,4.131026165,,,,,,,
1750,475.669,4.138220533,3.878198624,3.942637823,4.110777018,4.138220533,,,,,,,
1775,481.558,4.145312851,3.866057487,3.943649457,4.117219305,4.145312851,,,,,,,
1800,487.437,4.152305972,3.852909156,3.94452962,4.123561999,4.152305972,,,,,,,
1825,493.307,4.159202633,3.838735157,3.945281786,4.129807894,4.159202633,,,,,,,
1850,499.167,4.166005459,3.823516886,3.945909287,4.135959669,4.166005459,,,,,,,
1875,505.019,4.172716969,3.807235624,3.946415328,4.142019894,4.172716969,,,,,,,
1900,510.861,4.179339583,3.789872537,3.946802988,4.14799104,4.179339583,,,,,,,
1925,516.695,4.185875623,3.771408685,3.94707523,4.153875478,4.185875623,,,,,,,
1950,522.52,4.192327326,3.751825025,3.947234906,4.159675488,4.192327326,,,,,,,
1975,528.337,4.198696839,3.73110242,3.947284761,4.165393263,4.198696839,,,,,,,
2000,534.145,4.20498623,3.709221638,3.947227442,4.171030914,4.20498623,,,,,,,
2025,539.945,4.21119749,3.686163362,3.947065496,4.176590472,4.21119749,,,,,,,
2050,545.737,4.217332536,3.661908193,3.946801383,4.182073894,4.217332536,,,,,,,
2075,551.522,4.223393216,3.636436652,3.946437475,4.187483064,4.223393216,,,,,,,
2100,557.299,4.229381312,3.609729184,3.94597606,4.192819799,4.229381312,,,,,,,
2125,563.068,4.235298541,3.581766163,3.945419349,4.198085854,4.235298541,,,,,,,
2150,568.83,4.241146561,3.552527896,3.944769475,4.203282918,4.241146561,,,,,,,
2175,574.585,4.246926972,3.521994624,3.944028503,4.208412623,4.246926972,,,,,,,
2200,580.332,4.25264132,3.490146523,3.943198426,4.213476546,4.25264132,,,,,,,
2225,586.072,4.258291097,3.456963715,3.942281174,4.21847621,4.258291097,,,,,,,
2250,591.806,4.263877748,3.422426261,3.941278611,4.223413084,4.263877748,,,,,,,
2275,597.532,4.269402666,3.386514169,3.940192545,4.228288592,4.269402666,,,,,,,
2300,603.252,4.274867201,3.349207395,3.939024722,4.233104109,4.274867201,,,,,,,
2325,608.965,4.280272659,3.310485845,3.937776837,4.237860966,4.280272659,,,,,,,
2350,614.672,4.285620304,3.270329378,3.93645053,4.24256045,4.285620304,,,,,,,
2375,620.372,4.290911358,3.228717807,3.935047391,4.247203808,4.290911358,,,,,,,
2400,626.066,4.296147008,3.185630902,3.933568962,4.251792247,4.296147008,,,,,,,
2425,631.755,4.301328402,3.141048389,3.932016737,4.256326937,4.301328402,,,,,,,
2450,637.437,4.306456652,3.094949955,3.930392166,4.260809011,4.306456652,,,,,,,
2475,643.113,4.311532838,3.04731525,3.928696658,4.265239567,4.311532838,,,,,,,
2500,648.781,4.316558005,2.998123885,3.926931579,4.269619672,4.316558005,,,,,,,
2550,660.093,4.326459319,2.894989441,3.923197974,4.278232628,4.326459319,,,,,,,
2600,671.379,4.336168362,2.785382828,3.919201515,4.286655785,4.336168362,,,,,,,
2650,682.64,4.345692459,2.669139743,3.914951803,4.294896591,4.345692459,,,,,,,
2700,693.877,4.355038526,2.546095415,3.910457915,4.302962077,4.355038526,,,,,,,
2750,705.09,4.364213095,2.416084634,3.905728443,4.310858881,4.364213095,,,,,,,
2800,716.28,4.373222348,2.278941792,3.900771527,4.318593281,4.373222348,,,,,,,
2850,727.449,4.382072137,2.134500902,3.895594888,4.326171218,4.382072137,,,,,,,
2900,738.598,4.390768008,1.982595627,3.890205854,4.333598321,4.390768008,,,,,,,
2950,749.725,4.399315225,1.823059306,3.88461139,4.340879927,4.399315225,,,,,,,
3000,760.833,4.407718784,1.655724974,3.878818118,4.348021101,4.407718784,,,,,,,
3050,771.922,4.415983435,1.48042538,3.872832341,4.355026654,4.415983435,,,,,,,
3100,782.992,4.424113695,1.296993008,3.866660064,4.361901162,4.424113695,,,,,,,
3150,794.042,4.432113866,1.105260093,3.860307012,4.368648977,4.432113866,,,,,,,
3200,805.075,4.439988044,0.905058638,3.853778645,4.375274242,4.439988044,,,,,,,
3250,816.09,4.447740138,0.696220424,3.84708018,4.381780906,4.447740138,,,,,,,
3300,827.088,4.455373874,0.47857703,3.840216598,4.388172737,4.455373874,,,,,,,
3350,838.067,4.462892812,0.251959839,3.833192663,4.394453328,4.462892812,,,,,,,
3400,849.028,4.470300355,0.016200051,3.826012935,4.400626111,4.470300355,,,,,,,
3450,859.974,4.477599755,-0.228871302,3.818681776,4.406694366,4.477599755,,,,,,,
3500,870.903,4.484794124,-0.483423353,3.811203368,4.412661229,4.484794124,,,,,,,
3550,881.816,4.491886441,-0.747625385,3.80358172,4.418529701,4.491886441,,,,,,,
3600,892.712,4.498879562,-1.021646829,3.795820676,4.424302655,4.498879562,,,,,,,
3650,903.594,4.505776223,-1.305657247,3.787923927,4.429982844,4.505776223,,,,,,,
3700,914.459,4.512579049,-1.599826335,3.779895015,4.435572905,4.512579049,,,,,,,
3750,925.309,4.519290559,-1.904323907,3.771737345,4.44107537,4.519290559,,,,,,,
3800,936.144,4.525913173,-2.219319895,3.763454192,4.446492666,4.525913173,,,,,,,
3850,946.966,4.532449214,-2.54498434,3.755048703,4.451827125,4.532449214,,,,,,,
3900,957.773,4.538900916,-2.881487387,3.746523909,4.457080987,4.538900916,,,,,,,
3950,968.566,4.545270429,-3.228999278,3.737882726,4.462256403,4.545270429,,,,,,,
4000,979.344,4.55155982,-3.587690352,3.729127967,4.467355444,4.55155982,,,,,,,
4050,990.108,4.55777108,-3.957731035,3.720262338,4.4723801,4.55777108,,,,,,,
4100,1000.858,4.563906126,-4.339291838,3.711288453,4.47733229,4.563906126,,,,,,,
4150,1011.595,4.569966807,-4.732543354,3.702208829,4.482213857,4.569966807,,,,,,,
4200,1022.318,4.575954902,-5.13765625,3.693025899,4.487026581,4.575954902,,,,,,,
4250,1033.028,4.581872131,-5.55480127,3.68374201,4.491772175,4.581872131,,,,,,,
4300,1043.724,4.587720151,-5.984149226,3.674359428,4.496452291,4.587720151,,,,,,,
4350,1054.409,4.593500562,-6.425870995,3.664880346,4.501068523,4.593500562,,,,,,,
4400,1065.082,4.59921491,-6.880137521,3.65530688,4.50562241,4.59921491,,,,,,,
4450,1075.743,4.604864688,-7.347119806,3.645641078,4.510115435,4.604864688,,,,,,,
4500,1086.39,4.610451338,-7.826988911,3.635884923,4.514549034,4.610451338,,,,,,,
4550,1097.024,4.615976256,-8.319915954,3.62604033,4.518924591,4.615976256,,,,,,,
4600,1107.646,4.621440791,-8.826072103,3.616109157,4.523243446,4.621440791,,,,,,,
4650,1118.257,4.626846249,-9.345628581,3.6060932,4.527506894,4.626846249,,,,,,,
4700,1128.854,4.632193894,-9.878756655,3.595994202,4.531716185,4.632193894,,,,,,,
4750,1139.439,4.637484949,-10.42562764,3.58581385,4.535872533,4.637484949,,,,,,,
4800,1150.012,4.642720598,-10.9864129,3.575553781,4.539977109,4.642720598,,,,,,,
4850,1160.574,4.647901992,-11.56128384,3.56521558,4.544031049,4.647901992,,,,,,,
4900,1171.125,4.653030242,-12.15041189,3.554800788,4.548035453,4.653030242,,,,,,,
4950,1181.666,4.658106428,-12.75396856,3.544310898,4.551991385,4.658106428,,,,,,,
5000,1192.198,4.663131596,-13.37212535,3.533747359,4.555899877,4.663131596,,,,,,,
5100,1213.222,4.673032909,-14.65292557,3.512404928,4.563578517,4.673032909,,,,,,,
5200,1234.203,4.682741952,-15.99418545,3.49078428,4.57107902,4.682741952,,,,,,,
5300,1255.141,4.69226605,-17.39727837,3.468895601,4.578408589,4.69226605,,,,,,,
5400,1276.037,4.701612116,-18.8635782,3.44674852,4.585574009,4.701612116,,,,,,,
5500,1296.893,4.710786686,-20.39445927,3.424352151,4.592581682,4.710786686,,,,,,,
5600,1317.709,4.719795938,-21.99129629,3.401715129,4.599437657,4.719795938,,,,,,,
5700,1338.486,4.728645727,-23.65546438,3.378845641,4.60614765,4.728645727,,,,,,,
5800,1359.225,4.737341598,-25.38833901,3.35575146,4.612717072,4.737341598,,,,,,,
5900,1379.927,4.745888815,-27.19129597,3.332439969,4.619151047,4.745888815,,,,,,,
6000,1400.593,4.754292374,-29.06571138,3.308918192,4.625454436,4.754292374,,,,,,,
6100,1421.224,4.762557025,-31.01296163,3.28519281,4.631631847,4.762557025,,,,,,,
6200,1441.82,4.770687286,-33.03442339,3.26127019,4.637687661,4.770687286,,,,,,,
6300,1462.383,4.778687456,-35.13147359,3.237156399,4.64362604,4.778687456,,,,,,,
6400,1482.912,4.786561635,-37.30548938,3.212857227,4.649450942,4.786561635,,,,,,,
6500,1503.408,4.794313728,-39.55784815,3.188378201,4.655166138,4.794313728,,,,,,,
6600,1523.872,4.801947464,-41.88992749,3.1637246,4.660775218,4.801947464,,,,,,,
6700,1544.305,4.809466403,-44.3031052,3.138901474,4.666281606,4.809466403,,,,,,,
6800,1564.706,4.816873946,-46.79875924,3.113913652,4.671688568,4.816873946,,,,,,,
6900,1585.077,4.824173345,-49.37826777,3.088765759,4.676999223,4.824173345,,,,,,,
7000,1605.418,4.831367714,-52.04300911,3.063462225,4.682216549,4.831367714,,,,,,,
7100,1625.729,4.838460032,-54.79436172,3.038007296,4.687343395,4.838460032,,,,,,,
7200,1646.011,4.845453153,-57.63370422,3.012405044,4.692382485,4.845453153,,,,,,,
7300,1666.265,4.852349814,-60.56241536,2.986659379,4.697336426,4.852349814,,,,,,,
7400,1686.49,4.85915264,-63.58187404,2.960774054,4.702207716,4.85915264,,,,,,,
7500,1706.688,4.86586415,-66.69345925,2.934752674,4.706998746,4.86586415,,,,,,,
7600,1726.859,4.872486763,-69.89855014,2.908598708,4.711711812,4.872486763,,,,,,,
7700,1747.002,4.879022804,-73.19852593,2.882315488,4.716349113,4.879022804,,,,,,,
7800,1767.12,4.885474506,-76.59476598,2.855906223,4.720912763,4.885474506,,,,,,,
7900,1787.212,4.891844019,-80.08864972,2.829374003,4.725404789,4.891844019,,,,,,,
8000,1807.278,4.89813341,-83.68155671,2.802721804,4.729827142,4.89813341,,,,,,,
8100,1827.319,4.90434467,-87.37486656,2.775952492,4.734181693,4.90434467,,,,,,,
8200,1847.336,4.910479717,-91.169959,2.749068834,4.738470245,4.910479717,,,,,,,
8300,1867.329,4.916540397,-95.06821383,2.722073495,4.742694531,4.916540397,,,,,,,
8400,1887.298,4.922528492,-99.07101092,2.69496905,4.746856221,4.922528492,,,,,,,
8500,1907.243,4.928445721,-103.1797302,2.667757982,4.75095692,4.928445721,,,,,,,
8600,1927.166,4.934293741,-107.3957518,2.640442693,4.754998178,4.934293741,,,,,,,
8700,1947.065,4.940074152,-111.7204556,2.6130255,4.758981486,4.940074152,,,,,,,
8800,1966.942,4.9457885,-116.155222,2.585508645,4.762908284,4.9457885,,,,,,,
8900,1986.796,4.951438278,-120.7014311,2.557894294,4.766779959,4.951438278,,,,,,,
9000,2006.628,4.957024928,-125.3604631,2.530184546,4.770597852,4.957024928,,,,,,,
9100,2026.438,4.962549846,-130.1336984,2.502381427,4.774363255,4.962549846,,,,,,,
9200,2046.227,4.968014382,-135.0225174,2.474486903,4.778077418,4.968014382,,,,,,,
9300,2065.996,4.97341984,-140.0283006,2.446502875,4.781741547,4.97341984,,,,,,,
9400,2085.744,4.978767484,-145.1524284,2.418431186,4.785356808,4.978767484,,,,,,,
9500,2105.473,4.984058539,-150.3962813,2.390273621,4.788924329,4.984058539,,,,,,,
9600,2125.184,4.989294189,-155.76124,2.362031911,4.792445201,4.989294189,,,,,,,
9700,2144.878,4.994475582,-161.248685,2.333707735,4.795920478,4.994475582,,,,,,,
9800,2164.555,4.999603832,-166.859997,2.305302721,4.799351181,4.999603832,,,,,,,
9900,2184.216,5.004680018,-172.5965567,2.276818449,4.802738299,5.004680018,,,,,,,
10000,2203.861,5.009705186,-178.4597449,2.248256451,4.80608279,5.009705186,,,,,,,
12500,2688.967,5.121276962,-370.2330074,1.51266117,4.878128468,5.121276962,,,,,,,
15000,3164.78,5.21243774,-663.5926582,0.745461315,4.93383866,5.21243774,,,,,,,
17000,3633.368,5.275019312,-985.9282218,0.115467267,4.970439458,5.275019312,,,,,,,
20000,4095.8,5.356278776,-1641.417952,-0.849541145,5.015976425,5.356278776,,,,,,,
25000,5005.726,5.467850552,-3284.651661,-2.496221171,5.074881397,5.467850552,,,,,,,
30000,5899.508,5.55901133,-5766.027336,-4.176136732,5.119957371,5.55901133,,,,,,,
35000,6780.247,5.63608667,-9258.285102,-5.879292448,5.15597631,5.63608667,,,,,,,
40000,7650.096,5.702852367,-13934.16811,-7.599645429,5.185664523,5.702852367,,,,,,,
50000,9363.099,5.814424142,-27527.78975,-11.0774102,5.232235814,5.814424142,,,,,,,
60000,11047.299,5.905584921,-47928.85927,-14.59004147,5.267564,5.905584921,,,,,,,
70000,12708.358,5.982660261,-76519.35022,-18.1270384,5.295601313,5.982660261,,,,,,,
75000,13531.457,6.017156696,-94317.49635,-19.90259115,5.307623718,6.017156696,,,,,,,
80000,14350.121,6.049425957,-114681.2392,-21.6820564,5.318582564,6.049425957,,,,,,,
90000,15975.387,6.108317475,-163796.5044,-25.25096138,5.337882319,6.108317475,,,,,,,
100000,17586.284,6.160997732,-225247.1248,-28.83090592,5.354400066,6.160997732,,,,,,,
125000,21560.732,6.272569508,-441910.0973,-37.81688536,5.387153637,6.272569508,,,,,,,
150000,25380,6.363730287,-765899.8537,-46.83988732,5.411780282,6.363730287,,,,,,,
200000,33080,6.507571323,-1822233.505,-64.95670832,5.447012481,6.507571323,,,,,,,
250000,40660,6.619143098,-3566995.676,-83.13377251,5.471514518,6.619143098,,,,,,,
300000,48170,6.710303877,-6172933.981,-101.3494902,5.489846174,6.710303877,,,,,,,
400000,62670,6.854144913,-14659329.47,-137.8548174,5.515937317,6.854144913,,,,,,,
500000,76990,6.965716689,-28663400.98,-174.4229664,5.533988814,6.965716689,,,,,,,
600000,91130,7.056877467,-49567129.49,-211.0313997,5.547444408,7.056877467,,,,,,,
700000,105100,7.133952807,-78752496.04,-247.6679376,5.557979737,7.133952807,,,,,,,
800000,118900,7.200718503,-117601481.6,-284.3252332,5.566521992,7.200718503,,,,,,,
900000,132600,7.259610021,-167496067.3,-320.9985059,5.573631736,7.259610021,,,,,,,
1000000,146200,7.312290279,-229818234,-357.6844669,5.579670645,7.312290279,,,,,,,
1500000,212600,7.515022833,-776212119.5,-541.2396345,5.60032465,7.515022833,,,,,,,
2000000,278100,7.658863869,-1840592685,-724.9182741,5.612761659,7.658863869,,,,,,,
2500000,342700,7.770435645,-3595707558,-908.6657224,5.621303326,7.770435645,,,,,,,
3000000,406400,7.861596423,-6214304365,-1092.457242,5.627637002,7.861596423,,,,,,,
4000000,531300,8.00543746,-14732934295,-1460.124388,5.636568593,8.00543746,,,,,,,
5000000,654400,8.117009235,-28778463495,-1827.862921,5.642691573,8.117009235,,,,,,,
6000000,776100,8.208170014,-49732872983,-2195.647157,5.647225912,8.208170014,,,,,,,
7000000,896500,8.285245354,-78978143781,-2563.463235,5.650758567,8.285245354,,,,,,,
8000000,1016000,8.35201105,-1.17896E+11,-2931.302809,5.653611633,8.35201105,,,,,,,
9000000,1134000,8.410902568,-1.67869E+11,-3299.160449,5.65597858,8.410902568,,,,,,,
10000000,1252000,8.463582825,-2.30279E+11,-3667.032426,5.657983579,8.463582825,,,,,,,
15000000,1828000,8.66631538,-7.77249E+11,-5506.53378,5.664803367,8.66631538,,,,,,,
20000000,2398000,8.810156416,-1.84244E+12,-7346.174238,5.668882078,8.810156416,,,,,,,
25000000,2961000,8.921728191,-3.59859E+12,-9185.892071,5.671671259,8.921728191,,,,,,,
30000000,3517000,9.01288897,-6.21845E+12,-11025.65939,5.673733138,9.01288897,,,,,,,
40000000,4610000,9.156730006,-1.47403E+13,-14705.28836,5.676631658,9.156730006,,,,,,,
50000000,5689000,9.268301782,-2.879E+13,-18384.99727,5.678612593,9.268301782,,,,,,,
60000000,6758000,9.35946256,-4.97495E+13,-22064.75731,5.680076365,9.35946256,,,,,,,
70000000,7816000,9.4365379,-7.90007E+13,-25744.55293,5.681214892,9.4365379,,,,,,,
80000000,8866000,9.503303596,-1.17926E+14,-29424.37478,5.682133196,9.503303596,,,,,,,
90000000,9911000,9.562195114,-1.67907E+14,-33104.21679,5.682894222,9.562195114,,,,,,,
100000000,10950000,9.614875372,-2.30325E+14,-36784.07478,5.683538298,9.614875372,,,,,,,
150000000,16040000,9.817607926,-7.77353E+14,-55183.52232,5.685725105,9.817607926,,,,,,,
200000000,21080000,9.961448962,-1.84262E+15,-73583.1246,5.68703006,9.961448962,,,,,,,
250000000,26070000,10.07302074,-3.59888E+15,-91982.81282,5.687921189,10.07302074,,,,,,,
300000000,31000000,10.16418152,-6.21887E+15,-110382.5559,5.688579296,10.16418152,,,,,,,
400000000,40710000,10.30802255,-1.4741E+16,-147182.1467,5.689503506,10.30802255,,,,,,,
500000000,50320000,10.41959433,-2.87911E+16,-183981.826,5.69013451,10.41959433,,,,,,,
600000000,59840000,10.51075511,-4.97511E+16,-220781.5619,5.69060045,10.51075511,,,,,,,
700000000,69280000,10.58783045,-7.9003E+16,-257581.337,5.690962667,10.58783045,,,,,,,
800000000,78650000,10.65459614,-1.17929E+17,-294381.1412,5.6912547,10.65459614,,,,,,,
900000000,87970000,10.71348766,-1.6791E+17,-331180.9675,5.691496633,10.71348766,, ,,,,,
1000000000,97250000,10.76616792,-2.3033E+17,-367980.8115,5.691701328,10.76616792,,,,,,,
1500000000,142900000,10.96890047,-7.77363E+17,-551980.2053,5.692395922,10.96890047,,,,,,,
2000000000,188000000,11.11274151,-1.84264E+18,-735979.7694,5.692810119,11.11274151,,,,,,,
2500000000,232800000,11.22431328,-3.59891E+18,-919979.428,5.69309284,11.22431328,,,,,,,
3000000000,277100000,11.31547406,-6.21891E+18,-1103979.147,5.693301566,11.31547406,,,,,,,
4000000000,364500000,11.4593151,-1.47411E+19,-1471978.699,5.693594595,11.4593151,,,,,,,
5000000000,451000000,11.57088687,-2.87913E+19,-1839978.349,5.693794598,11.57088687,,,,,,,
6000000000,536800000,11.66204765,-4.97513E+19,-2207978.061,5.693942248,11.66204765,,,,,,,
7000000000,622000000,11.73912299,-7.90032E+19,-2575977.816,5.694057012,11.73912299,,,,,,,
8000000000,706600000,11.80588869,-1.17929E+20,-2943977.602,5.694149525,11.80588869,,,,,,,
9000000000,790900000,11.86478021,-1.67911E+20,-3311977.413,5.694226159,11.86478021,,,,,,,
10000000000,874700000,11.91746046,-2.3033E+20,-3679977.243,5.694290992,11.91746046,,,,,,,
15000000000,1288000000,12.12019302,-7.77364E+20,-5519976.583,5.69451095,12.12019302,,,,,,,
20000000000,1697000000,12.26403406,-1.84264E+21,-7359976.109,5.694642085,12.26403406,,,,,,,
25000000000,2103000000,12.37560583,-3.59891E+21,-9199975.738,5.694731582,12.37560583,,,,,,,
30000000000,2505000000,12.46676661,-6.21891E+21,-11039975.43,5.694797648,12.46676661,,,,,,,
40000000000,3299000000,12.61060765,-1.47411E+22,-14719974.95,5.694890389,12.61060765,,,,,,,
50000000000,4087000000,12.72217942,-2.87913E+22,-18399974.57,5.694953682,12.72217942,,,,,,,
60000000000,4868000000,12.8133402,-4.97513E+22,-22079974.25,5.695000404,12.8133402,,,,,,,
70000000000,5643000000,12.89041554,-7.90032E+22,-25759973.99,5.695036717,12.89041554,,,,,,,
80000000000,6414000000,12.95718124,-1.17929E+23,-29439973.76,5.695065989,12.95718124,,,,,,,
90000000000,7183000000,13.01607275,-1.67911E+23,-33119973.55,5.695090236,13.01607275,,,,,,,
1E+11,7948000000,13.06875301,-2.3033E+23,-36799973.37,5.695110748,13.06875301,,,,,,,
1.5E+11,11700000000,13.27148557,-7.77364E+23,-55199972.65,5.695180336,13.27148557,,,,,,,
2E+11,15500000000,13.4153266,-1.84264E+24,-73599972.14,5.695221819,13.4153266,,,,,,,
2.5E+11,19200000000,13.52689838,-3.59891E+24,-91999971.74,5.69525013,13.52689838,,,,,,,
3E+11,22900000000,13.61805916,-6.21891E+24,-110399971.4,5.695271028,13.61805916,,,,,,,
4E+11,30200000000,13.76190019,-1.47411E+25,-147199970.9,5.695300363,13.76190019,,,,,,,
5E+11,37500000000,13.87347197,-2.87913E+25,-183999970.5,5.695320383,13.87347197,,,,,,,
6E+11,44700000000,13.96463275,-4.97513E+25,-220799970.1,5.695335161,13.96463275,,,,,,,
7E+11,51900000000,14.04170809,-7.90032E+25,-257599969.9,5.695346646,14.04170809,,,,,,,
8E+11,58900000000,14.10847378,-1.17929E+26,-294399969.6,5.695355904,14.10847378,,,,,,,
9E+11,65800000000,14.1673653,-1.67911E+26,-331199969.4,5.695363573,14.1673653,,,,,,,
1E+12,72800000000,14.22004556,-2.3033E+26,-367999969.2,5.695370061,14.22004556,,,,,,,
1.5E+12,1.08E+11,14.42277811,-7.77364E+26,-551999968.4,5.695392069,14.42277811,,,,,,,
2E+12,1.42E+11,14.56661915,-1.84264E+27,-735999967.9,5.695405189,14.56661915,,,,,,,
